epoch,average_epoch_reward,average_blue_reward,average_red_reward,average_episode_length,win_rate_blue,win_rate_red,tie_rate,max_move_reward,epoch_time_s
57,142.3442542215599,67.75401340774054,74.59024081381938,74.112,0.4886,0.5092,0.0022,39.470849737787084,172.83
58,140.59504634913296,68.5453360531486,72.04971029598435,74.4858,0.4954,0.5024,0.0022,39.470849737787084,176.64
59,137.82249060330014,64.43276529762637,73.38972530567376,75.0108,0.4856,0.5116,0.0028,39.470849737787084,175.62
60,141.43817090868873,66.79600171854082,74.6421691901479,74.2974,0.487,0.5096,0.0034,39.470849737787084,172.31
61,141.25702643582494,66.99752213099323,74.25950430483174,75.6584,0.4914,0.505,0.0036,39.470849737787084,175.22
62,141.5712680326249,64.29397369709517,77.27729433552972,75.4982,0.4822,0.5146,0.0032,39.470849737787084,175.76
63,140.17221542427555,67.45463090425481,72.71758452002075,75.9978,0.49,0.5062,0.0038,39.470849737787084,173.63
64,140.65275328553267,66.50728362568294,74.14546965984972,76.0902,0.4892,0.507,0.0038,39.470849737787084,175.75
65,145.32875401407918,71.99626345949686,73.33249055458232,76.1316,0.495,0.501,0.004,39.470849737787084,178.6
66,142.31963865178074,67.70228911140696,74.6173495403738,77.1678,0.489,0.5086,0.0024,39.470849737787084,179.59
67,142.9261058506913,65.35112072207838,77.57498512861291,76.8422,0.4864,0.5098,0.0038,39.470849737787084,179.08
68,146.05922825939444,66.3150476497579,79.74418060963653,75.906,0.4858,0.5108,0.0034,39.470849737787084,175.72
69,144.82325695994734,66.17348711359209,78.64976984635526,76.5678,0.4852,0.5126,0.0022,39.470849737787084,178.02
70,144.87410514731965,59.97854331146244,84.89556183585724,76.3168,0.4588,0.5388,0.0024,39.470849737787084,182.66
71,146.72102345468244,65.99795817827578,80.72306527640667,77.7306,0.4746,0.5172,0.0082,39.470849737787084,181.21
72,145.2714051218303,65.07123723422293,80.20016788760736,75.6968,0.4746,0.5198,0.0056,39.470849737787084,180.37
73,144.11192167975383,67.12539765806979,76.98652402168405,76.184,0.4766,0.5088,0.0146,39.470849737787084,176.42
74,132.54063248408565,51.689092405308344,80.8515400787773,72.183,0.429,0.5156,0.0554,39.43431457505076,160.31
75,126.37215100601763,38.422841319542734,87.94930968647489,72.8798,0.3984,0.5278,0.0738,39.470849737787084,160.2
