epoch,average_epoch_reward,average_blue_reward,average_red_reward,average_episode_length,win_rate_blue,win_rate_red,tie_rate,max_move_reward,epoch_time_s
111,5.6698,3.3192,2.3506,89.5458,0.466,0.4586,0.0754,0.0,259.17
112,5.2996,2.2972,3.0024,89.2142,0.4616,0.461,0.0774,0.0,256.89
113,5.9012,3.7956,2.1056,88.6972,0.4682,0.4582,0.0736,0.0,256.04
114,5.3612,2.4578,2.9034,89.0732,0.4604,0.4616,0.078,0.0,257.2
115,4.4046,3.4404,0.9642,88.6986,0.4628,0.4534,0.0838,0.0,255.84
116,3.6728,2.1074,1.5654,90.6644,0.4552,0.4592,0.0856,0.0,260.21
117,3.9984,4.029,-0.0306,89.0212,0.4672,0.4478,0.085,0.0,256.72
118,3.4424,0.2158,3.2266,90.3748,0.4504,0.464,0.0856,0.0,274.79
119,6.1616,2.1026,4.059,88.4072,0.4566,0.4662,0.0772,0.0,270.88
120,4.6612,4.8024,-0.1412,87.3118,0.478,0.4438,0.0782,0.0,254.39
121,2.9412,3.792,-0.8508,88.1674,0.4708,0.4488,0.0804,0.0,255.09
122,5.935,4.7856,1.1494,88.5694,0.4714,0.4564,0.0722,0.0,257.76
123,5.8492,5.1916,0.6576,87.2958,0.4752,0.457,0.0678,0.0,251.46
124,6.253,3.9224,2.3306,86.2162,0.4724,0.464,0.0636,0.0,251.09
125,6.8416,5.208,1.6336,86.1162,0.4778,0.4582,0.064,0.0,250.63
126,7.6864,5.3018,2.3846,86.0898,0.4768,0.4632,0.06,0.0,249.68
127,8.279,7.5878,0.6912,85.9354,0.4902,0.4498,0.06,0.0,250.39
128,6.1778,4.4522,1.7256,86.6792,0.479,0.4604,0.0606,0.0,252.38
129,5.921,1.501,4.42,86.3214,0.455,0.4758,0.0692,0.0,250.67
130,5.854,5.3022,0.5518,86.3092,0.4832,0.4556,0.0612,0.0,251.19
131,5.0664,2.3648,2.7016,87.2978,0.4688,0.4704,0.0608,0.0,252.88
