epoch,average_epoch_reward,average_blue_reward,average_red_reward,average_episode_length,win_rate_blue,win_rate_red,tie_rate,max_move_reward
203,136.47412854527957,108.73521394472064,27.738914600558935,71.0024,0.4458,0.2762,0.278,71.68542486889353
204,136.1746047355798,108.36368833085538,27.810916404724434,71.4158,0.4424,0.278,0.2796,66.34504902432036
205,135.69372622495936,108.2541814776187,27.439544747340655,71.8314,0.4356,0.2714,0.293,70.60505102572169
206,135.29539524900642,110.26187895680285,25.033516292203576,71.4736,0.4518,0.2586,0.2896,66.45505102572169
207,137.78655560765773,108.86194200760106,28.924613600056677,70.5518,0.4486,0.273,0.2784,71.27639320225002
208,136.75599181948334,107.2843662939083,29.47162552557504,70.4912,0.4412,0.2638,0.295,66.08786796564402
209,136.3183758782037,110.73398705228126,25.58438882592244,70.5588,0.451,0.2632,0.2858,66.6
210,136.47951466736524,113.17377934844129,23.305735318923958,70.8266,0.4606,0.2546,0.2848,65.87613872124741
211,137.32913083458075,112.16935320459018,25.159777629990575,70.4898,0.4574,0.2626,0.28,67.29504902432036
212,138.0999715357617,108.35619440141127,29.74377713435044,70.5428,0.4454,0.2808,0.2738,76.71715728752538
213,138.38176251894507,111.08244990868138,27.299312610263705,70.7268,0.4508,0.2818,0.2674,66.26715728752538
214,137.1264921675904,111.15528482527286,25.97120734231755,70.907,0.4508,0.2812,0.268,70.7761387212474
215,138.17225448023163,111.25998161901482,26.9122728612168,70.9598,0.4446,0.2796,0.2758,76.71715728752538
216,138.52128950636967,107.72716024179272,30.794129264576938,70.5646,0.4382,0.2884,0.2734,66.6
217,138.49294629747615,105.10566995965004,33.38727633782608,71.1886,0.428,0.288,0.284,66.56547921200882
218,138.71831485630867,105.92772092967341,32.79059392663523,71.2446,0.4284,0.2944,0.2772,76.71715728752538
219,137.84958341074432,108.12720894948507,29.722374461259246,71.3566,0.4384,0.2894,0.2722,66.6
220,139.0777172292005,108.07989625152643,30.997820977674042,70.4352,0.44,0.2802,0.2798,66.6
221,139.79867124296095,107.84334996295742,31.955321280003524,70.589,0.4438,0.2924,0.2638,66.77639320225002
222,137.75949720468444,109.02905498905412,28.73044221563032,71.3706,0.434,0.279,0.287,66.32639320225003
223,138.91059637344986,109.61337896543904,29.297217408010834,70.2052,0.4534,0.2816,0.265,71.16291713066131
224,138.7673039973737,107.35424558111977,31.41305841625394,70.8292,0.4344,0.2902,0.2754,66.6
225,139.61549071369163,100.71253523589532,38.90295547779632,70.222,0.4232,0.3136,0.2632,66.6
226,142.53630104971722,104.00318034319304,38.53312070652417,69.3712,0.4326,0.3078,0.2596,67.35505102572169
227,140.85306326096688,107.0104237762748,33.84263948469207,69.0796,0.4392,0.292,0.2688,66.72613872124742
228,140.7974564715642,102.2946718160392,38.502784655525,70.5364,0.4186,0.3076,0.2738,66.6
229,137.67099145958744,101.83424129969383,35.836750159893626,71.4564,0.4152,0.3042,0.2806,76.54504902432036
230,139.5468063535722,105.15943115391457,34.38737519965764,70.5578,0.4252,0.3014,0.2734,76.87613872124741
231,139.9240942207118,102.75416787851081,37.16992634220099,70.6476,0.4172,0.3084,0.2744,66.8
232,141.8717552820035,102.2616610819859,39.61009420001759,69.8042,0.4244,0.3096,0.266,76.71715728752538
233,141.04749670639305,105.75517166609755,35.29232504029551,69.6546,0.4334,0.3058,0.2608,76.71715728752538
234,138.74051174003654,110.48362702242129,28.25688471761524,69.5888,0.4418,0.281,0.2772,76.71715728752538
235,140.20565146821895,108.99688549907478,31.208765969144153,70.2966,0.4378,0.288,0.2742,76.71715728752538
236,140.50224371043203,110.27242020249015,30.229823507941887,69.4822,0.4478,0.2904,0.2618,70.83786796564402
237,138.41301685760956,116.10940799292456,22.303608864685007,70.3422,0.462,0.2674,0.2706,66.6
238,139.4144063796173,107.92919828337062,31.485208096246673,70.1538,0.4376,0.2922,0.2702,71.75845240525774
239,141.82553818896574,110.92174944235424,30.903788746611493,68.4008,0.4536,0.2824,0.264,66.67613872124741
240,140.36542420423072,109.86082751773498,30.504596686495752,69.4298,0.4418,0.2834,0.2748,75.95845240525774
241,141.21219635475148,109.21101507489917,32.0011812798523,69.5888,0.4414,0.2846,0.274,66.6
242,142.7928117900624,100.18930992733968,42.60350186272272,69.5782,0.4156,0.3172,0.2672,66.6
243,139.42626972657195,96.05536897536847,43.37090075120348,71.3934,0.3984,0.3136,0.288,65.91291713066131
244,140.37636988230292,99.68610531197227,40.69026457033065,70.748,0.4088,0.31,0.2812,66.01547921200883
245,141.8005281412393,92.35530262502633,49.44522551621299,71.1038,0.385,0.3364,0.2786,71.23786796564403
246,139.9301575694885,94.75998698768845,45.17017058180005,71.7288,0.3898,0.3244,0.2858,76.87613872124741
247,139.39542262327663,94.31925589092013,45.076166732356505,71.7208,0.3892,0.3256,0.2852,66.6
248,142.15377585889007,98.63687058449584,43.51690527439424,70.2786,0.4068,0.3218,0.2714,66.6
249,143.07318623246564,96.7132806507426,46.35990558172305,70.7404,0.401,0.3362,0.2628,65.79504902432036
250,141.73812063142427,97.35275385949737,44.38536677192689,70.6726,0.3982,0.327,0.2748,66.44504902432035
251,143.1335330418361,98.21019898210032,44.92333405973578,71.4782,0.4044,0.318,0.2776,66.6
252,142.51613698281193,97.83684416531888,44.67929281749304,70.1514,0.4072,0.324,0.2688,66.93542486889353
253,142.62188293821342,98.88485481491368,43.737028123299744,70.5794,0.408,0.3212,0.2708,66.80845240525774
254,144.08513838852645,94.58340532864129,49.50173305988514,70.375,0.4004,0.3366,0.263,66.07639320225002
255,141.38017187307128,97.12714620346824,44.25302566960303,70.6534,0.4068,0.322,0.2712,76.71715728752538
256,141.44469540702286,92.18855909144396,49.256136315578885,71.2952,0.3872,0.336,0.2768,61.20505102572168
257,140.88701310309668,95.22655897035321,45.660454132743475,71.4092,0.3952,0.3216,0.2832,67.27613872124742
258,139.35008219937941,96.58433787092717,42.76574432845223,71.3612,0.4042,0.318,0.2778,66.6
259,142.31294103228691,89.00110998170402,53.311831050582896,70.9084,0.381,0.3452,0.2738,76.71715728752538
260,140.47988790661694,93.91810458562108,46.561783320995836,71.5084,0.3908,0.327,0.2822,63.84504902432035
261,141.303807675257,90.84180112519569,50.4620065500613,71.1974,0.3822,0.3422,0.2756,70.09177929985155
262,141.03976274496566,88.90035064574445,52.13941209922122,71.3548,0.3802,0.3516,0.2682,66.56547921200882
263,142.66032875510703,92.9834745411881,49.676854213918936,71.1174,0.3924,0.3408,0.2668,76.65505102572169
264,142.9048661802308,91.67489730156123,51.229968878669595,70.9228,0.39,0.3382,0.2718,65.91291713066131
265,141.5840516904423,95.22489729054344,46.359154399898884,70.5238,0.3962,0.3284,0.2754,76.71715728752538
266,141.16263488615212,93.16666850112665,47.99596638502547,70.9516,0.393,0.334,0.273,71.12613872124741
267,141.67872860022635,96.45999343403744,45.21873516618889,71.0276,0.4022,0.3282,0.2696,69.15505102572168
268,140.851095453709,97.23684289466003,43.61425255904899,70.8474,0.4016,0.3192,0.2792,68.49504902432035
269,141.663929186618,97.52907486597081,44.13485432064716,71.0104,0.4094,0.3194,0.2712,66.6
270,141.98156498427744,94.12054897969219,47.86101600458527,71.245,0.3954,0.337,0.2676,66.6
271,141.56743872449897,96.51050496859425,45.05693375590472,71.1218,0.3996,0.327,0.2734,66.6
272,141.24532146736337,95.71948585542667,45.525835611936685,71.0134,0.3938,0.3254,0.2808,66.6
273,142.19158886396514,90.48459291493926,51.70699594902589,71.0072,0.3876,0.351,0.2614,67.00505102572168
274,141.61336672426,95.75660010737292,45.85676661688709,70.9708,0.3984,0.32,0.2816,66.56547921200882
275,141.8594433659325,91.62153386635427,50.23790949957824,71.532,0.3834,0.346,0.2706,66.6
276,141.8500773901551,93.00393696022152,48.846140429933556,71.1398,0.3854,0.3394,0.2752,70.43542486889353
277,143.1999120853071,92.8094233828901,50.39048870241699,71.5488,0.386,0.3462,0.2678,66.6
278,142.2566900947759,94.32795680512945,47.92873328964647,71.202,0.3974,0.3418,0.2608,66.6
279,143.38904435449132,97.9109544437122,45.47808991077912,70.5494,0.4102,0.3308,0.259,76.87613872124741
280,143.00932632235015,94.69141235587793,48.31791396647222,71.497,0.394,0.3376,0.2684,71.38786796564402
281,142.91159493823,92.78911041355266,50.12248452467735,70.8194,0.3858,0.3398,0.2744,66.6
282,142.82335767478423,92.40731617191615,50.41604150286809,71.438,0.3878,0.3422,0.27,71.30000000000001
283,144.10093491777707,92.05562027675256,52.045314641024504,70.3134,0.3872,0.3486,0.2642,66.85505102572169
284,142.92592625743612,91.38914540439909,51.53678085303703,71.8472,0.3796,0.3434,0.277,66.56547921200882
285,142.72643195779267,89.95568614041117,52.770745817381496,71.333,0.3816,0.3482,0.2702,66.6
286,143.71617416450906,93.05836819503682,50.65780596947222,70.8144,0.3924,0.3384,0.2692,66.56547921200882
287,141.38715779175268,89.88493412276631,51.50222366898635,72.144,0.375,0.343,0.282,66.6
288,142.480900036556,96.15933742754716,46.32156260900885,71.3698,0.4026,0.333,0.2644,66.93786796564403
289,142.09273796591785,89.88803275062264,52.20470521529519,72.1262,0.3802,0.3486,0.2712,71.33542486889353
290,142.7212488746885,91.93531521777841,50.78593365691011,71.6442,0.385,0.3468,0.2682,66.6
291,144.5337123964058,93.79746612690394,50.736246269501855,70.471,0.3974,0.3456,0.257,66.56547921200882
292,143.05460123306642,90.5389566093788,52.51564462368763,71.4108,0.3808,0.3454,0.2738,76.71715728752538
293,142.94027459293966,91.1189662347086,51.82130835823108,71.4514,0.3812,0.349,0.2698,71.03786796564403
294,143.29169998627847,93.51613717781034,49.77556280846814,71.0356,0.3986,0.344,0.2574,76.71715728752538
295,143.55840992463146,93.67143178059085,49.886978144040604,70.723,0.4036,0.3458,0.2506,66.56547921200882
296,141.78601765190513,89.77521443021459,52.01080322169053,71.4212,0.3794,0.3466,0.274,66.6
297,143.08969174036056,92.1094185182437,50.980273222116864,71.154,0.3896,0.3422,0.2682,71.12613872124741
298,142.38208090560212,90.12795462525108,52.25412628035105,71.6512,0.3848,0.3526,0.2626,66.6
299,141.15031193431565,91.98992713958886,49.160384794726795,72.08,0.3844,0.3352,0.2804,65.95845240525774
300,142.64162312305973,92.03531965568511,50.606303467374616,71.9102,0.3856,0.3384,0.276,66.6
301,141.59304051678185,90.04962780451253,51.54341271226933,71.4522,0.383,0.3436,0.2734,66.6
302,142.92271993563543,88.97974658034552,53.94297335528992,71.1764,0.3808,0.3554,0.2638,70.76715728752538
