game_number,epoch,episode,blue_win,red_win,reward,time,moves,log_probs
507,1,507,0,0,-367.0,2024-11-25 23:13:02,"11-16, 22-18, 8-11, 18-14, 9x18, 23x14, 10x17, 21x14, 3-8, 24-20, 6-9, 14-10, 7x14, 25-21, 2-7, 26-22, 9-13, 21-17, 14x21, 29-25, 13-17, 22x13, 11-15, 20x11x2, 15-18, 25-22, 18x25, 2-6, 1x10, 30-26, 12-16, 13-9, 5x14, 27-23, 25-29, 28-24, 10-15, 24-20, 8-12, 20x11, 14-18, 23x14, 4-8, 11x4, 21-25, 26-22, 15-18, 22x15, 12-16, 32-28, 16-20, 14-9, 20-24, 28x19, 25-30, 31-26, 30x23x16, 4-8, 16-11, 9-5, 11x4, 15-11, 29-25, 5-1, 25-21, 11-8, 4x11, 1-6, 21-25, 6-10, 11-7, 10x3, 25-22, 3-7, 22-25, 7-3","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, 0.0, -2.1972245773362196, -2.1972245773362196, -1.791759469228055, -2.0794415416798357, 0.0, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -1.9459101490553135, -2.3025850929940455, 0.0, -2.1972245773362196, -1.791759469228055, 0.0, -1.6094379124341003, 0.0, -1.791759469228055, -2.1972245773362196, 0.0, -2.0794415416798357, 0.0, -1.791759469228055, -1.9459101490553135, -1.791759469228055, 0.0, -1.6094379124341003, -2.1972245773362196, -1.791759469228055, -2.1972245773362196, -2.0794415416798357, -2.1972245773362196, 0.0, -2.0794415416798357, 0.0, -1.791759469228055, 0.0, -1.6094379124341003, -2.0794415416798357, -1.3862943611198906, 0.0, -0.6931471805599453, -2.1972245773362196, -1.0986122886681098, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, -2.0794415416798357, 0.0, -1.6094379124341003, -1.6094379124341003, -1.791759469228055, -0.6931471805599453, -1.0986122886681098, -0.6931471805599453, -1.0986122886681098, -1.6094379124341003, -1.3862943611198906, 0.0, -0.6931471805599453, -1.791759469228055, -1.3862943611198906, -2.0794415416798357, 0.0, -1.3862943611198906, -0.6931471805599453, -1.3862943611198906, -1.3862943611198906"
508,1,508,0,0,-280.0,2024-11-25 23:13:02,"12-16, 24-20, 9-13, 23-19, 16x23, 27x18, 10-14, 18x9, 5x14, 28-24, 11-16, 20x11, 8x15, 22-17, 13x22, 26x17x10, 7x14, 31-26, 15-19, 24x15, 2-7, 15-10, 6x15, 25-22, 15-18, 22x15, 3-8, 15-11, 8x15, 26-22, 4-8, 21-17, 14x21, 32-27, 21-25, 30x21, 8-12, 22-18, 15x22, 27-24, 7-11, 21-17, 22-25, 29x22, 1-5, 22-18, 11-15, 18x11, 12-16, 17-14, 16-20, 14-10, 20x27, 10-6, 27-32, 6-1, 5-9, 1-6, 9-13, 6-1, 32-27, 11-8, 13-17, 1-5, 27-24, 5-1, 17-21, 1-5, 24-20, 8-4, 21-25, 5-9, 25-30, 9-14, 20-16, 14-17, 16-20, 4-8, 20-16, 17-14","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -2.0794415416798357, 0.0, 0.0, -2.0794415416798357, -2.3025850929940455, 0.0, -0.6931471805599453, -2.1972245773362196, 0.0, -1.0986122886681098, 0.0, -2.1972245773362196, -2.3978952727983707, 0.0, -2.1972245773362196, -2.0794415416798357, 0.0, -1.791759469228055, -2.3025850929940455, 0.0, -2.0794415416798357, -2.1972245773362196, -0.6931471805599453, -1.9459101490553135, -2.1972245773362196, -2.0794415416798357, 0.0, -1.9459101490553135, -2.1972245773362196, 0.0, -2.0794415416798357, -1.791759469228055, 0.0, -1.3862943611198906, -1.9459101490553135, -1.3862943611198906, -1.9459101490553135, 0.0, -1.6094379124341003, -1.6094379124341003, -1.3862943611198906, 0.0, -0.6931471805599453, -1.791759469228055, -1.0986122886681098, -1.6094379124341003, 0.0, -1.3862943611198906, -1.0986122886681098, -1.3862943611198906, -1.0986122886681098, -1.3862943611198906, -1.3862943611198906, -1.791759469228055, -1.0986122886681098, -1.3862943611198906, -1.6094379124341003, -1.3862943611198906, -1.791759469228055, -1.3862943611198906, -1.791759469228055, -1.3862943611198906, -1.6094379124341003, -1.3862943611198906, -1.0986122886681098, -1.0986122886681098, -1.3862943611198906, -1.6094379124341003, -1.3862943611198906, -1.6094379124341003, -1.791759469228055, -1.6094379124341003, -1.3862943611198906, -2.0794415416798357"
509,1,509,0,0,-251.0,2024-11-25 23:13:03,"11-16, 21-17, 8-11, 17-14, 10x17, 22x13, 3-8, 23-19, 16x23, 26x19, 11-16, 25-21, 16x23, 27x18, 8-11, 31-26, 7-10, 32-27, 2-7, 26-22, 11-16, 30-26, 10-14, 26-23, 16-20, 21-17, 14x21, 18-15, 7-11, 15x8, 4x11, 24-19, 11-15, 19x10, 6x15, 13x6, 1x10, 23-18, 10-14, 18x9, 5x14, 27-24, 20x27, 28-24, 27-31, 24-20, 14-17, 22x13, 15-18, 29-25, 21x30, 20-16, 12x19, 13-9, 19-23, 9-6, 23-26, 6-2, 31-27, 2-6, 27-32, 6-2, 26-31, 2-6, 31-26","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -0.6931471805599453, 0.0, -2.0794415416798357, -1.9459101490553135, 0.0, -0.6931471805599453, -1.791759469228055, -1.9459101490553135, 0.0, 0.0, -1.791759469228055, -2.3978952727983707, -1.9459101490553135, -2.3025850929940455, -2.0794415416798357, -2.3025850929940455, -1.9459101490553135, -2.3025850929940455, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -1.791759469228055, 0.0, -1.791759469228055, -1.9459101490553135, 0.0, 0.0, -1.791759469228055, -1.9459101490553135, 0.0, 0.0, 0.0, 0.0, -1.9459101490553135, -1.791759469228055, -0.6931471805599453, 0.0, -1.791759469228055, 0.0, -1.3862943611198906, -2.0794415416798357, -1.6094379124341003, -2.0794415416798357, 0.0, -1.791759469228055, -1.0986122886681098, 0.0, -0.6931471805599453, 0.0, 0.0, -2.0794415416798357, -0.6931471805599453, -1.9459101490553135, -0.6931471805599453, -1.3862943611198906, -0.6931471805599453, -2.0794415416798357, -1.3862943611198906, -1.791759469228055, -0.6931471805599453, -2.0794415416798357"
510,1,510,0,1,-109.0,2024-11-25 23:13:03,"10-14, 23-19, 7-10, 27-23, 14-17, 22x13, 2-7, 23-18, 11-15, 18x11x2, 9-14, 2x9x18, 5-9, 13x6, 8-11, 25-22, 10-15, 19x10, 11-15, 18x11, 12-16, 11x20, 3-7, 10x3, 1x10, 3-7, 10-14, 20-16, 4-8, 24-20, 8-12, 7-2, 12x19, 22-17, 19-23, 17x10, 23-27, 31x24","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -2.1972245773362196, -0.6931471805599453, -2.0794415416798357, -2.1972245773362196, -1.791759469228055, 0.0, -1.791759469228055, 0.0, -1.9459101490553135, 0.0, -1.791759469228055, -2.639057329615259, -2.1972245773362196, 0.0, -1.9459101490553135, 0.0, -1.6094379124341003, 0.0, -1.3862943611198906, 0.0, 0.0, -2.4849066497880004, -1.0986122886681098, -2.639057329615259, -1.0986122886681098, -2.890371757896165, -1.3862943611198906, -2.70805020110221, 0.0, -2.4849066497880004, -1.0986122886681098, -0.6931471805599453, 0.0, -0.6931471805599453"
511,1,511,1,0,-166.0,2024-11-25 23:13:03,"11-16, 22-17, 8-11, 23-19, 16x23, 27x18, 10-15, 24-19, 15x24, 28x19, 9-14, 17x10, 6x15x22, 26x17, 4-8, 31-26, 11-16, 26-22, 16x23, 32-27, 23x32, 17-13, 1-6, 22-18, 32-27, 18-14, 27-32, 25-22, 8-11, 14-9, 5x14, 21-17, 14x21, 30-25, 21x30, 29-25, 30x21, 13-9, 6x13, 22-17, 21x14","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, 0.0, -0.6931471805599453, -2.1972245773362196, -2.3025850929940455, -0.6931471805599453, 0.0, -2.1972245773362196, -0.6931471805599453, -1.0986122886681098, -0.6931471805599453, -2.1972245773362196, -2.3025850929940455, -1.9459101490553135, -2.0794415416798357, 0.0, -1.791759469228055, 0.0, -1.3862943611198906, -2.1972245773362196, -1.6094379124341003, -2.1972245773362196, -1.791759469228055, -2.3978952727983707, -1.791759469228055, -2.1972245773362196, -2.1972245773362196, 0.0, -1.9459101490553135, 0.0, -1.791759469228055, 0.0, -1.3862943611198906, 0.0, -1.0986122886681098, 0.0, -0.6931471805599453, -0.6931471805599453"
512,1,512,1,0,-271.0,2024-11-25 23:13:03,"9-13, 22-17, 13x22, 26x17, 10-15, 17-14, 5-9, 14x5, 15-18, 23x14, 11-15, 24-20, 12-16, 20x11, 7x16, 31-26, 6-9, 28-24, 9x18, 27-23, 18x27, 32x23, 2-7, 24-19, 15x24, 23-19, 16x23, 26x19, 24-28, 19-15, 28-32, 21-17, 32-27, 17-14, 1-6, 15-10, 6x15, 25-21, 8-11, 14-9, 15-18, 9-6, 11-15, 30-26, 18-22, 26x17, 15-18, 17-14, 4-8, 21-17, 27-24, 14-10, 7x14x21, 6-2, 21-25, 29x22x15, 8-12, 2-7, 3x10x19, 5-1, 24-20, 1-6, 12-16, 6-9, 20-24, 9-13, 19-23, 13-9, 23-26, 9-13, 26-31, 13-17, 31-26, 17-22, 26x17","-1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -1.9459101490553135, -2.1972245773362196, -2.0794415416798357, 0.0, -1.9459101490553135, 0.0, -1.791759469228055, -2.1972245773362196, -2.0794415416798357, 0.0, 0.0, -2.1972245773362196, -2.3025850929940455, -2.0794415416798357, 0.0, -2.0794415416798357, 0.0, 0.0, -2.3025850929940455, -1.9459101490553135, 0.0, -1.6094379124341003, 0.0, 0.0, -1.9459101490553135, -1.6094379124341003, -1.791759469228055, -1.6094379124341003, -1.9459101490553135, -1.9459101490553135, -2.1972245773362196, -2.0794415416798357, 0.0, -1.791759469228055, -2.3025850929940455, -1.9459101490553135, -2.3025850929940455, -1.791759469228055, -2.3978952727983707, -1.9459101490553135, -2.3978952727983707, 0.0, -2.3025850929940455, -1.791759469228055, -2.3025850929940455, -1.9459101490553135, -2.3025850929940455, -1.9459101490553135, 0.0, -1.3862943611198906, -2.3025850929940455, 0.0, -1.9459101490553135, -1.6094379124341003, 0.0, 0.0, -1.6094379124341003, -0.6931471805599453, -1.6094379124341003, -1.3862943611198906, -1.0986122886681098, -1.3862943611198906, -1.6094379124341003, -0.6931471805599453, -2.0794415416798357, -1.3862943611198906, -2.0794415416798357, -0.6931471805599453, -2.0794415416798357, -1.3862943611198906, 0.0"
513,1,513,1,0,-50.0,2024-11-25 23:13:04,"10-14, 24-19, 7-10, 19-15, 11x18, 22x15, 10x19, 23x16, 12x19, 21-17, 14x21, 26-22, 19-23, 27x18, 8-12, 18-15, 9-13, 31-27, 12-16, 15-11, 3-8, 27-24, 8x15, 22-18, 15x22, 25x18, 6-9, 18-15, 2-6, 32-27, 9-14, 30-25, 21x30, 15-10, 6x15, 24-19, 15x24x31, 29-25, 30x21, 28-24, 21-25, 24-20, 14-18, 20x11, 13-17, 11-7, 18-23, 7-3, 25-22, 3-7, 1-6, 7-2, 22-26, 2x9, 5x14","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, 0.0, 0.0, -1.9459101490553135, 0.0, -1.791759469228055, -2.1972245773362196, 0.0, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -2.1972245773362196, -2.1972245773362196, -2.0794415416798357, -2.3025850929940455, -1.9459101490553135, 0.0, -1.791759469228055, 0.0, 0.0, -2.1972245773362196, -2.0794415416798357, -2.1972245773362196, -2.0794415416798357, -1.9459101490553135, -2.0794415416798357, 0.0, -1.791759469228055, 0.0, -1.3862943611198906, -0.6931471805599453, -0.6931471805599453, 0.0, 0.0, -2.4849066497880004, -0.6931471805599453, -2.5649493574615367, 0.0, -2.4849066497880004, -0.6931471805599453, -2.5649493574615367, -0.6931471805599453, -2.5649493574615367, -0.6931471805599453, -2.3978952727983707, -1.3862943611198906, -2.4849066497880004, 0.0, 0.0"
514,1,514,1,0,10.0,2024-11-25 23:13:04,"10-14, 23-18, 14x23, 26x19, 11-16, 30-26, 16x23x30, 27-23, 7-11, 23-19, 2-7, 32-27, 7-10, 21-17, 30x21x14, 19-16, 11x20, 29-25, 14-17, 22x13, 8-11, 31-26, 11-16, 25-22, 3-8, 22-18, 10-14, 27-23, 20x27, 26-22, 16-19, 23x16, 14x23, 28-24, 12x19x28, 22-17, 27-31, 17-14, 9x18, 13-9, 5x14","-1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -1.9459101490553135, -2.0794415416798357, 0.0, -1.9459101490553135, -2.0794415416798357, -2.3025850929940455, -2.1972245773362196, -2.1972245773362196, -2.0794415416798357, -2.0794415416798357, 0.0, -2.0794415416798357, -0.6931471805599453, -1.791759469228055, -1.9459101490553135, 0.0, -1.791759469228055, -1.6094379124341003, -2.1972245773362196, -1.791759469228055, -1.9459101490553135, -1.6094379124341003, -1.6094379124341003, -1.6094379124341003, 0.0, -1.3862943611198906, -1.9459101490553135, 0.0, -0.6931471805599453, -1.3862943611198906, 0.0, -0.6931471805599453, -2.0794415416798357, 0.0, 0.0, 0.0, -0.6931471805599453"
515,1,515,1,0,32.0,2024-11-25 23:13:04,"11-16, 24-19, 10-14, 21-17, 14x21, 23-18, 16x23, 26x19, 9-14, 18x9, 6x13, 28-24, 13-17, 22x13, 5-9, 13x6, 1x10, 19-15, 10x19x28, 30-26, 21x30x23, 27x18, 2-6, 32-27, 8-11, 27-24, 28-32, 31-27, 32x23x14, 24-19, 14-9, 19-15, 11x18, 29-25, 12-16, 25-22, 18x25","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, 0.0, -1.791759469228055, 0.0, 0.0, -1.9459101490553135, 0.0, -0.6931471805599453, -2.1972245773362196, -2.0794415416798357, 0.0, -1.9459101490553135, 0.0, -0.6931471805599453, -2.0794415416798357, 0.0, -1.6094379124341003, 0.0, 0.0, -1.6094379124341003, -1.791759469228055, -1.9459101490553135, -1.791759469228055, -2.1972245773362196, -1.9459101490553135, 0.0, -1.0986122886681098, -2.4849066497880004, -1.0986122886681098, 0.0, 0.0, -2.3978952727983707, -0.6931471805599453, 0.0"
516,1,516,1,0,-137.0,2024-11-25 23:13:04,"9-13, 22-17, 13x22, 25x18, 11-15, 18x11, 8x15, 29-25, 7-11, 24-20, 15-19, 23x16x7, 2x11, 27-24, 10-14, 26-23, 14-18, 23x14, 4-8, 14-10, 6x15, 21-17, 15-19, 24x15, 11x18, 30-26, 8-11, 28-24, 5-9, 20-16, 11x20x27, 31x24, 9-13, 24-20, 13x22x31, 20-16, 12x19, 25-21, 3-7, 21-17, 7-11, 32-27, 31x24, 17-13, 1-6, 13-9, 6x13","-1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -1.9459101490553135, 0.0, -0.6931471805599453, -2.0794415416798357, -2.1972245773362196, -1.9459101490553135, -2.3978952727983707, 0.0, 0.0, -2.0794415416798357, -2.3025850929940455, -2.0794415416798357, -2.3978952727983707, 0.0, -2.1972245773362196, -2.3025850929940455, 0.0, -2.0794415416798357, -1.9459101490553135, 0.0, 0.0, -2.3025850929940455, -1.9459101490553135, -2.3025850929940455, -2.1972245773362196, -2.3978952727983707, -0.6931471805599453, -0.6931471805599453, -2.1972245773362196, -2.1972245773362196, -0.6931471805599453, -1.6094379124341003, 0.0, -1.3862943611198906, -2.3025850929940455, -1.0986122886681098, -2.3025850929940455, -1.3862943611198906, 0.0, -0.6931471805599453, -2.3025850929940455, 0.0, 0.0"
517,1,517,1,0,-99.0,2024-11-25 23:13:04,"12-16, 23-19, 16x23, 27x18, 9-14, 18x9, 5x14, 21-17, 14x21, 22-18, 11-16, 18-14, 10x17, 24-20, 16-19, 31-27, 1-5, 27-23, 7-10, 23x16, 3-7, 26-22, 17x26, 30x23, 21x30, 32-27, 8-12, 29-25, 30x21, 23-18, 12x19, 28-24, 19x28, 27-23, 28-32, 18-15, 10x19x26, 20-16, 6-9, 16-11, 7x16","-1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -1.9459101490553135, 0.0, -0.6931471805599453, -2.0794415416798357, 0.0, -1.9459101490553135, -1.9459101490553135, -2.1972245773362196, 0.0, -1.9459101490553135, -2.1972245773362196, -1.9459101490553135, -2.3025850929940455, -1.9459101490553135, -2.1972245773362196, 0.0, -2.1972245773362196, -1.9459101490553135, 0.0, 0.0, 0.0, -1.9459101490553135, -2.1972245773362196, -1.791759469228055, -0.6931471805599453, -1.6094379124341003, 0.0, -1.791759469228055, 0.0, -1.6094379124341003, -2.1972245773362196, -1.3862943611198906, 0.0, 0.0, -2.4849066497880004, -0.6931471805599453, 0.0"
518,1,518,1,0,-173.0,2024-11-25 23:13:05,"12-16, 21-17, 9-14, 25-21, 5-9, 29-25, 16-19, 23x16, 11x20, 27-23, 20x27, 31x24, 1-5, 23-18, 14x23, 26x19, 8-12, 22-18, 10-15, 18x11, 7x16x23, 17-14, 9x18, 24-20, 3-8, 30-26, 23x30, 25-22, 18x25, 28-24, 12-16, 20x11, 8x15, 24-19, 15x24, 32-27, 24x31, 21-17, 5-9, 17-14, 9x18","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -2.0794415416798357, -0.6931471805599453, 0.0, -1.6094379124341003, 0.0, 0.0, -1.9459101490553135, -1.9459101490553135, 0.0, 0.0, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -0.6931471805599453, 0.0, -1.9459101490553135, 0.0, -1.791759469228055, -2.3978952727983707, -1.791759469228055, 0.0, -1.6094379124341003, 0.0, -1.3862943611198906, -2.0794415416798357, 0.0, 0.0, -1.6094379124341003, 0.0, -1.0986122886681098, 0.0, 0.0, -2.1972245773362196, -0.6931471805599453, 0.0"
519,1,519,1,0,-164.0,2024-11-25 23:13:05,"10-14, 24-20, 11-16, 20x11, 8x15, 28-24, 12-16, 21-17, 14x21, 22-18, 15x22, 25x18, 16-19, 24x15, 21-25, 30x21, 4-8, 29-25, 9-14, 18x9, 5x14, 26-22, 1-5, 23-18, 14x23, 27x18, 6-9, 31-26, 2-6, 22-17, 7-10, 32-27, 10x19, 18-15, 9-13, 15-11, 8x15, 26-23, 19x26, 27-24, 13x22x29, 24-19, 15x24, 21-17, 26-30, 17-14, 3-7, 14-10, 7x14","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, 0.0, -0.6931471805599453, -1.9459101490553135, -2.3978952727983707, -2.0794415416798357, 0.0, -1.9459101490553135, 0.0, -0.6931471805599453, -2.3025850929940455, -0.6931471805599453, -2.0794415416798357, -0.6931471805599453, -1.9459101490553135, -2.1972245773362196, -1.9459101490553135, 0.0, -0.6931471805599453, -2.1972245773362196, -2.1972245773362196, -2.3025850929940455, 0.0, 0.0, -1.9459101490553135, -2.1972245773362196, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -2.1972245773362196, 0.0, -2.1972245773362196, -2.0794415416798357, -2.0794415416798357, -1.0986122886681098, -1.791759469228055, -0.6931471805599453, -1.3862943611198906, 0.0, -1.0986122886681098, 0.0, 0.0, -2.3025850929940455, -0.6931471805599453, -2.3025850929940455, -0.6931471805599453, -0.6931471805599453"
520,1,520,0,0,-320.0,2024-11-25 23:13:05,"11-16, 23-19, 16x23, 26x19, 7-11, 22-17, 11-15, 31-26, 2-7, 17-14, 10x17, 21x14, 9x18, 19x10, 6x15, 27-23, 18x27, 32x23, 15-19, 23x16, 12x19, 24x15, 8-12, 25-22, 7-10, 15x6, 1x10, 26-23, 3-7, 22-17, 7-11, 30-26, 10-15, 17-13, 4-8, 13-9, 5x14, 23-19, 15x24, 28x19, 14-18, 26-23, 18x27, 19-15, 11x18, 29-25, 12-16, 25-21, 16-20, 21-17, 8-11, 17-14, 27-32, 14-10, 11-16, 10-6, 32-27, 6-2, 27-31, 2-7, 16-19, 7-11, 19-23, 11-16, 31-26, 16-11, 26-31","-1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -1.9459101490553135, -2.1972245773362196, -2.1972245773362196, -2.0794415416798357, -2.0794415416798357, -2.0794415416798357, -0.6931471805599453, -0.6931471805599453, 0.0, 0.0, -0.6931471805599453, -1.9459101490553135, 0.0, 0.0, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, -1.791759469228055, -1.9459101490553135, -1.9459101490553135, 0.0, 0.0, -1.791759469228055, -1.9459101490553135, -2.0794415416798357, -1.791759469228055, -2.0794415416798357, -1.9459101490553135, -1.9459101490553135, -1.791759469228055, -1.791759469228055, 0.0, -1.6094379124341003, 0.0, 0.0, -1.6094379124341003, -1.6094379124341003, 0.0, -1.0986122886681098, 0.0, 0.0, -1.791759469228055, -0.6931471805599453, -2.0794415416798357, 0.0, -1.9459101490553135, -0.6931471805599453, -1.9459101490553135, -0.6931471805599453, -1.9459101490553135, -0.6931471805599453, -1.791759469228055, -0.6931471805599453, -2.0794415416798357, -0.6931471805599453, -1.791759469228055, -1.3862943611198906, -1.9459101490553135, -1.3862943611198906, -1.791759469228055, -1.0986122886681098, -1.791759469228055"
521,1,521,0,1,-212.0,2024-11-25 23:13:05,"10-15, 22-17, 15-19, 24x15, 11x18, 23x14, 9x18, 17-13, 18-23, 27x18, 6-10, 26-23, 8-11, 31-27, 11-16, 21-17, 10-15, 18x11, 7-10, 27-24, 3-8, 24-19, 8x15x24, 28x19, 2-7, 25-21, 10-14, 17x10x3, 5-9, 13x6, 1x10, 3-8, 4x11, 21-17, 10-14, 17x10, 11-15, 23-18, 15x24, 32-28, 16-20, 28x19, 20-24, 30-26, 24-28, 18-15, 12-16, 19x12, 28-32, 12-8, 32-27, 10-6, 27-32, 6-2, 32-27, 29-25, 27-32, 15-10, 32-27, 26-23, 27x18, 2-7, 18-22, 25x18","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, 0.0, -2.0794415416798357, -2.1972245773362196, -0.6931471805599453, -1.9459101490553135, -2.3025850929940455, -2.0794415416798357, -2.3978952727983707, -2.3025850929940455, -2.1972245773362196, -2.3025850929940455, 0.0, -2.0794415416798357, -2.3978952727983707, -2.3978952727983707, -2.3978952727983707, 0.0, 0.0, -2.0794415416798357, -2.1972245773362196, -1.9459101490553135, 0.0, -1.3862943611198906, 0.0, 0.0, -2.3025850929940455, 0.0, -2.0794415416798357, -1.3862943611198906, 0.0, -0.6931471805599453, -2.0794415416798357, -1.0986122886681098, -2.1972245773362196, -1.0986122886681098, 0.0, -0.6931471805599453, -2.1972245773362196, -1.0986122886681098, -2.1972245773362196, -0.6931471805599453, 0.0, 0.0, -1.9459101490553135, -0.6931471805599453, -2.0794415416798357, -1.3862943611198906, -2.1972245773362196, -0.6931471805599453, -2.1972245773362196, -1.3862943611198906, -2.3025850929940455, -0.6931471805599453, -2.3025850929940455, 0.0, -2.0794415416798357, -1.3862943611198906, 0.0"
522,1,522,0,1,-520.0,2024-11-25 23:13:05,"12-16, 23-19, 16x23, 26x19, 11-15, 30-26, 10-14, 19x10, 6x15, 22-18, 15x22, 26x17x10, 7x14, 27-23, 3-7, 23-19, 2-6, 32-27, 7-10, 27-23, 14-18, 23x14x7, 9-14, 31-27, 8-12, 24-20, 5-9, 27-23, 14-17, 21x14x5, 12-16, 20x11, 6-10, 19-15, 10x19x26, 25-22, 4-8, 11x4, 26-31, 28-24, 1-6, 24-19, 6-9, 19-16, 9-14, 22-17, 14x21, 4-8, 21-25, 29x22, 31-27, 22-18, 27-23, 16-11, 23x14, 5-1, 14-9, 1-5, 9-6, 7-3, 6-9, 5x14","-1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, 0.0, 0.0, -1.9459101490553135, -0.6931471805599453, -0.6931471805599453, 0.0, -1.791759469228055, -2.1972245773362196, -2.1972245773362196, -2.1972245773362196, -2.0794415416798357, -2.0794415416798357, -1.9459101490553135, -1.791759469228055, 0.0, -1.6094379124341003, -2.1972245773362196, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -2.3025850929940455, -1.9459101490553135, 0.0, -1.3862943611198906, -0.6931471805599453, -1.0986122886681098, -2.1972245773362196, 0.0, -1.791759469228055, -1.3862943611198906, 0.0, -1.0986122886681098, -1.9459101490553135, -1.0986122886681098, -2.1972245773362196, -1.3862943611198906, -2.1972245773362196, -1.3862943611198906, -2.1972245773362196, 0.0, -1.9459101490553135, -1.0986122886681098, 0.0, -0.6931471805599453, -2.3978952727983707, -1.3862943611198906, -2.3978952727983707, 0.0, -1.791759469228055, -1.3862943611198906, -1.9459101490553135, -1.0986122886681098, -1.9459101490553135, -1.3862943611198906, 0.0"
523,1,523,0,0,-224.0,2024-11-25 23:13:06,"10-14, 23-19, 14-17, 21x14, 9x18, 22x15, 11x18, 24-20, 8-11, 26-23, 11-15, 19x10, 6x15, 23x14, 15-18, 30-26, 3-8, 14-10, 7x14, 26-23, 5-9, 28-24, 1-5, 25-21, 18-22, 24-19, 8-11, 29-25, 22x29, 20-16, 11x20, 27-24, 20x27, 31x24, 14-17, 21x14, 9x18x27, 32x23, 12-16, 19x12, 5-9, 12-8, 4x11, 23-19, 29-25, 19-15, 11x18, 24-19, 2-6, 19-16, 18-23, 16-11, 6-10, 11-8, 25-30, 8-3, 10-14, 3-8, 9-13, 8-12, 30-26, 12-8, 14-18, 8-3, 26-22, 3-8, 22-26","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, 0.0, -2.0794415416798357, -2.1972245773362196, -2.3025850929940455, -2.3025850929940455, -0.6931471805599453, -0.6931471805599453, 0.0, -2.3025850929940455, -2.3025850929940455, -2.3025850929940455, -2.3025850929940455, 0.0, -2.0794415416798357, -2.0794415416798357, -1.9459101490553135, -2.1972245773362196, -1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.1972245773362196, -2.1972245773362196, 0.0, -2.0794415416798357, 0.0, -1.9459101490553135, 0.0, 0.0, -2.0794415416798357, 0.0, 0.0, 0.0, -1.791759469228055, 0.0, -1.6094379124341003, -1.6094379124341003, 0.0, -1.3862943611198906, -1.9459101490553135, -1.0986122886681098, 0.0, -0.6931471805599453, -2.3025850929940455, -0.6931471805599453, -2.1972245773362196, -0.6931471805599453, -2.1972245773362196, -0.6931471805599453, -2.3025850929940455, -0.6931471805599453, -2.0794415416798357, -0.6931471805599453, -1.9459101490553135, -1.3862943611198906, -1.9459101490553135, -0.6931471805599453, -1.9459101490553135, -1.3862943611198906, -1.791759469228055, -0.6931471805599453, -1.791759469228055"
