epoch,games,blue_wins,red_wins,ties,avg_moves,policy_loss,value_loss,total_loss,avg_grad_norm,policy_entropy_nats,avg_root_val_winner,avg_root_val_loser,buffer_size,num_workers,epoch_time_s
177,100,32,38,30,116.03,1.2886856424808502,0.21216927319765091,1.925193463563919,2.1710429666042326,0.975368857383728,0.3428,-0.4906,500000,24,937.8
178,100,27,33,40,120.38,1.287208631515503,0.21013789695501328,1.917622323513031,2.1710683438777925,0.9786156415939331,0.3107,-0.4217,500000,24,907.1
179,100,28,29,43,117.44,1.2874143702983856,0.20439256098866462,1.9005920584201812,2.1391153874397277,0.949242115020752,0.2597,-0.3929,500000,24,893.2
180,100,39,28,33,121.16,1.2870641613006593,0.20893480440974235,1.9138685760498046,2.1771453568935395,0.9642950296401978,0.3425,-0.4282,500000,24,958.4
181,100,25,32,43,122.48,1.2875826697349548,0.21386147026717664,1.9291670799255372,2.1877867391109467,0.9446516036987305,0.3074,-0.3854,500000,24,1028.3
182,100,35,28,37,118.41,1.284711565732956,0.20628137382864953,1.9035556874275208,2.1556631813049316,0.9891999959945679,0.3265,-0.4389,500000,24,899.6
183,100,24,35,41,121.1,1.2905110392570496,0.20748970629274846,1.912980156183243,2.1652262334823607,0.9721648693084717,0.2493,-0.4285,500000,24,973.4
184,100,33,25,42,125.13,1.2884103124141693,0.20564841124415398,1.9053555452823638,2.1262563955783844,0.9640769958496094,0.3295,-0.4174,500000,24,933.8
185,100,23,30,47,130.24,1.288999572992325,0.20886090943217278,1.9155822989940643,2.1605465054512023,0.9687715768814087,0.2564,-0.3465,500000,24,974.9
186,100,24,32,44,125.15,1.287728348493576,0.2058465755879879,1.9052680776119233,2.154830998182297,0.9628329277038574,0.2514,-0.3928,500000,24,1068.6
187,100,23,36,41,126.3,1.2884726135730744,0.20698275108635425,1.9094208674430848,2.166377756357193,0.9477017521858215,0.2631,-0.4073,500000,24,960.3
188,100,29,28,43,125.44,1.2845041253566742,0.20575803183019162,1.9017782204151155,2.173440631866455,0.9756158590316772,0.2612,-0.3976,500000,24,972.8
189,100,38,26,36,124.74,1.2900476052761078,0.20789080223441123,1.9137200100421905,2.1635082063674926,0.983643651008606,0.2958,-0.4391,500000,24,933.2
190,100,34,28,38,127.29,1.2837322669029236,0.20462923303246497,1.8976199669837952,2.1812361133098603,0.9722602963447571,0.2906,-0.4126,500000,24,1008.2
191,100,32,33,35,123.04,1.289488257408142,0.20935057657957076,1.9175399868488312,2.1728188407421114,0.9798005819320679,0.2969,-0.4646,500000,24,983.4
192,100,33,28,39,127.18,1.2885389800071716,0.20946189153194428,1.9169246504306794,2.156497367620468,0.9805574417114258,0.2612,-0.3808,500000,24,1032.7
193,100,30,28,42,126.27,1.2912220079898835,0.2092552298605442,1.9189876954555511,2.1633733777999877,0.97594153881073,0.2403,-0.3711,500000,24,994.8
194,100,30,23,47,121.45,1.2873373022079468,0.20097154453396798,1.890251937866211,2.1495534842014314,0.9646515846252441,0.2697,-0.3542,500000,24,959.9
195,100,33,23,44,122.57,1.285987317085266,0.20083803883194923,1.888501437664032,2.1557876815795898,0.9851412773132324,0.2775,-0.4221,500000,24,1109.6
196,100,31,33,36,126.49,1.2867393975257873,0.2071772581934929,1.908271169900894,2.1813428456783295,0.9753546118736267,0.2596,-0.4483,500000,24,1045.2
197,100,28,31,41,118.34,1.2813852562904358,0.20465015384554863,1.8953357183933257,2.161370948791504,0.9687111377716064,0.2894,-0.4181,500000,24,934.6
198,100,27,25,48,127.04,1.2877722127437592,0.20561573921144008,1.9046194307804107,2.161871026992798,0.9581056833267212,0.2646,-0.3369,500000,24,1026.2
199,100,24,28,48,130.54,1.287160744190216,0.20012494283914567,1.8875355734825134,2.163590286493301,0.9776943325996399,0.239,-0.3778,500000,24,1055.7
200,100,32,33,35,122.34,1.2901398448944092,0.2008526591807604,1.892697824716568,2.154761743307114,0.9547891020774841,0.3504,-0.489,500000,24,930.7
201,100,26,35,39,133.89,1.2905266880989075,0.2030813508182764,1.899770741224289,2.161618812799454,0.9709438681602478,0.2536,-0.3506,500000,25,1134.1
202,100,29,35,36,119.2,1.2897253456115723,0.19828849121928216,1.8845908224582673,2.1362338581085205,0.9582521915435791,0.323,-0.4284,500000,25,1032.7
203,100,30,30,40,122.96,1.2895827689170838,0.1966069902032614,1.8794037365913392,2.1635305519104002,0.9985029697418213,0.2876,-0.4187,500000,25,1112.1
204,100,20,31,49,128.24,1.2873353054523469,0.20278057347238063,1.8956770241260528,2.1826135787963867,0.9681154489517212,0.1631,-0.3057,500000,25,1067.1
205,100,19,28,53,130.33,1.2902572968006134,0.2027100971341133,1.8983875877857208,2.203183924436569,0.9692753553390503,0.1999,-0.2981,500000,25,1204.3
206,100,28,37,35,125.74,1.2902173426151275,0.1957769332677126,1.8775481424331666,2.152177822351456,0.9614756107330322,0.2987,-0.4138,500000,25,1099.3
207,100,20,41,39,117.51,1.2876565477848052,0.1956446189582348,1.874590404033661,2.1590988006591796,0.9736504554748535,0.2873,-0.4326,500000,25,983.6
208,100,32,30,38,117.03,1.2891078412532806,0.19563496816158293,1.8760127499103547,2.144868453741074,0.9910603165626526,0.3023,-0.421,500000,25,1009.0
209,100,27,28,45,124.62,1.28905575466156,0.19603786104917525,1.8771693377494811,2.1542664337158204,0.9657531976699829,0.2894,-0.3749,500000,25,1086.9
210,100,28,29,43,127.42,1.2889671816825867,0.1966526217162609,1.8789250497817993,2.1849304318428038,0.9777581691741943,0.2418,-0.3595,500000,25,1092.5
211,100,31,32,37,121.72,1.2869904127120972,0.195903554007411,1.8747010731697082,2.1335848495960237,0.97406005859375,0.3485,-0.4244,500000,25,1101.8
212,100,35,31,34,124.09,1.2907392363548278,0.19778135071694852,1.8840832874774933,2.126863955974579,0.9896378517150879,0.2924,-0.4262,500000,25,1142.0
213,100,31,25,44,123.1,1.2858306655883789,0.19511046035587787,1.8711620478630067,2.1288683059215545,0.9934945106506348,0.2677,-0.3673,500000,25,1361.8
214,100,26,26,48,126.23,1.2877655875682832,0.19607444091141224,1.875988914012909,2.1315353929996492,0.9858303666114807,0.2933,-0.3775,500000,25,1222.1
215,100,40,21,39,117.86,1.2877902822494507,0.19477438545227052,1.8721134386062621,2.1517998411655426,0.9609517455101013,0.2408,-0.4206,500000,25,1152.1
216,100,36,25,39,121.69,1.289009253025055,0.19937094628810884,1.8871220932006836,2.1776769375801086,1.0061113834381104,0.3052,-0.4315,500000,25,1283.0
217,100,32,29,39,125.29,1.2900322024822235,0.1973840049803257,1.8821842203140258,2.1769855172634123,0.9766033887863159,0.2786,-0.4136,500000,25,1302.9
218,100,27,34,39,122.74,1.2852232830524444,0.19756290189921855,1.877911988258362,2.1513802454471587,0.9783720374107361,0.3066,-0.446,500000,25,1219.4
219,100,25,33,42,119.08,1.2837177934646606,0.19397670590877533,1.8656479134559631,2.160931803703308,0.980012059211731,0.2992,-0.411,500000,25,1307.9
220,100,28,29,43,118.09,1.28602205991745,0.19692739173769952,1.8768042314052582,2.170590827703476,0.9767334461212158,0.2518,-0.383,500000,25,1148.1
221,100,35,20,45,119.11,1.2883687505722046,0.19395842012763023,1.8702440145015717,2.158420179128647,0.9734880924224854,0.2328,-0.3831,500000,25,979.3
222,100,24,25,51,123.2,1.2861631903648376,0.19455766989290715,1.8698362028598785,2.1765553243160247,0.9848878383636475,0.2125,-0.3381,500000,25,970.4
223,100,27,23,50,128.26,1.2876252300739288,0.18878651557862758,1.8539847741127014,2.1788461418151854,0.96787428855896,0.2641,-0.3438,500000,25,1206.7
224,100,20,37,43,123.45,1.285497677564621,0.1920771972090006,1.8617292680740356,2.178784599065781,0.9839292764663696,0.2344,-0.3754,500000,25,1049.8
225,100,19,32,49,129.64,1.2893828129768372,0.19390799136459827,1.8711067860126496,2.18088840675354,0.9795416593551636,0.2005,-0.328,500000,25,1106.9
226,100,31,32,37,123.35,1.2848123517036438,0.19549173578619958,1.8712875578403474,2.163086935043335,0.9858622550964355,0.2658,-0.4446,500000,25,1106.6
227,100,24,23,53,122.26,1.2868127529621125,0.1957032214999199,1.8739224174022675,2.1979179980754853,0.9880056381225586,0.1803,-0.3072,500000,25,1104.3
228,100,24,36,40,118.08,1.2882944431304932,0.19620190569758414,1.8769001576900481,2.1859904356002806,0.9962031841278076,0.2496,-0.3646,500000,25,954.2
229,100,34,28,38,128.02,1.2862601697444915,0.1940485786050558,1.8684059028625488,2.182854803085327,0.9619767069816589,0.2725,-0.4375,500000,25,1121.4
230,100,35,30,35,115.16,1.2854322581291198,0.19401061122119426,1.8674640898704529,2.1722297251224516,0.9718862175941467,0.3047,-0.4213,500000,25,945.2
231,100,22,29,49,117.9,1.2866245741844178,0.1919338964819908,1.8624262619018555,2.158314573287964,0.9711215496063232,0.2397,-0.3636,500000,25,1051.3
232,100,21,36,43,128.41,1.2865873849391938,0.18778190319240093,1.8499330949783326,2.1473406472206116,1.009981632232666,0.3193,-0.4084,500000,25,1026.9
233,100,32,28,40,129.93,1.2853507642745972,0.19042051486670972,1.8566123054027557,2.1744559998512267,0.9831147789955139,0.2666,-0.4027,500000,25,1092.2
234,100,23,34,43,122.47,1.2868841798305513,0.190265308663249,1.857680106639862,2.1725784714221956,0.991679310798645,0.2794,-0.3945,500000,25,1093.8
235,100,21,34,45,122.72,1.2869245009422303,0.191012468829751,1.8599619071483613,2.1945610694885254,1.0043686628341675,0.2255,-0.3489,500000,25,1046.6
236,100,29,36,35,120.19,1.2839317803382873,0.19333628717064857,1.8639406414031983,2.1536204674243926,0.9745612740516663,0.2553,-0.4427,500000,25,1017.5
237,100,28,37,35,124.78,1.284340460062027,0.19270250496268274,1.86244797539711,2.163921243429184,0.990341067314148,0.3216,-0.4594,500000,25,1162.8
238,100,28,27,45,131.47,1.2859951384067536,0.1944889540672302,1.86946199965477,2.172823533773422,0.9521028995513916,0.2313,-0.3715,500000,25,1069.6
239,100,27,28,45,125.18,1.2811008491516114,0.19129288867115973,1.8549795174598693,2.1533290774822236,0.9856557846069336,0.2515,-0.3875,500000,25,1071.3
240,100,24,34,42,127.71,1.286527709722519,0.19724318492412568,1.8782572662830352,2.1842955801486967,0.9800763726234436,0.2048,-0.3776,500000,25,1083.4
241,100,21,37,42,134.37,1.2852259798049928,0.19866534267365932,1.8812220063209533,2.2086956224441527,0.9951509237289429,0.2711,-0.3906,500000,25,1291.9
242,100,21,35,44,128.39,1.2865633425712586,0.19689060047268866,1.8772351458072662,2.1924943041801455,0.9911942481994629,0.2453,-0.3774,500000,25,1308.3
243,100,27,33,40,121.67,1.286468335390091,0.19406692992150784,1.8686691217422486,2.2167117223739625,0.9900722503662109,0.2619,-0.3701,500000,25,1260.6
244,100,23,33,44,131.34,1.2855575931072236,0.19653650553524493,1.8751671061515809,2.2257449185848235,0.9958385229110718,0.2601,-0.3794,500000,25,1352.3
245,100,21,32,47,127.14,1.2895280306339263,0.18722015245258808,1.851188485622406,2.1805982859134674,0.9769282341003418,0.2885,-0.3796,500000,25,1340.1
246,100,25,28,47,128.72,1.2884068825244903,0.19354454942047597,1.86904053068161,2.158389780521393,0.9931663274765015,0.2477,-0.3497,500000,25,1054.7
247,100,34,25,41,129.48,1.2864534621238708,0.1930904560536146,1.8657248294353486,2.192897306919098,0.9954472780227661,0.2588,-0.3743,500000,25,1096.8
248,100,25,28,47,123.41,1.2851215434074401,0.18999553881585599,1.855108157634735,2.1873727869987487,0.9645399451255798,0.2673,-0.3617,500000,25,1040.4
249,100,26,35,39,125.97,1.2871898968219757,0.18946173237264155,1.8555750966072082,2.211381062746048,0.9952422380447388,0.2632,-0.3979,500000,25,1068.5
250,100,37,30,33,114.39,1.2810512282848359,0.191962958201766,1.8569401030540467,2.2010746800899508,0.9839332103729248,0.2744,-0.4416,500000,25,999.8
